Entity,Code,Day,lockdown,model_step
Egypt,EGY,07/03/2020,0,6
Egypt,EGY,08/03/2020,0,7
Egypt,EGY,09/03/2020,0,8
Egypt,EGY,10/03/2020,0,9
Egypt,EGY,11/03/2020,0,10
Egypt,EGY,12/03/2020,0,11
Egypt,EGY,13/03/2020,0,12
Egypt,EGY,14/03/2020,0,13
Egypt,EGY,15/03/2020,1,14
Egypt,EGY,16/03/2020,1,15
Egypt,EGY,17/03/2020,1,16
Egypt,EGY,18/03/2020,1,17
Egypt,EGY,19/03/2020,1,18
Egypt,EGY,20/03/2020,1,19
Egypt,EGY,21/03/2020,1,20
Egypt,EGY,22/03/2020,1,21
Egypt,EGY,23/03/2020,1,22
Egypt,EGY,24/03/2020,1,23
Egypt,EGY,25/03/2020,1,24
Egypt,EGY,26/03/2020,1,25
Egypt,EGY,27/03/2020,1,26
Egypt,EGY,28/03/2020,1,27
Egypt,EGY,29/03/2020,1,28
Egypt,EGY,30/03/2020,1,29
Egypt,EGY,31/03/2020,1,30
El Salvador,SLV,01/03/2020,0,0
El Salvador,SLV,02/03/2020,0,1
El Salvador,SLV,03/03/2020,0,2
El Salvador,SLV,04/03/2020,0,3
El Salvador,SLV,05/03/2020,0,4
El Salvador,SLV,06/03/2020,0,5
El Salvador,SLV,07/03/2020,0,6
El Salvador,SLV,08/03/2020,0,7
El Salvador,SLV,09/03/2020,0,8
El Salvador,SLV,10/03/2020,0,9
El Salvador,SLV,11/03/2020,1,10
El Salvador,SLV,12/03/2020,1,11
El Salvador,SLV,13/03/2020,1,12
El Salvador,SLV,14/03/2020,1,13
El Salvador,SLV,15/03/2020,1,14
El Salvador,SLV,16/03/2020,1,15
El Salvador,SLV,17/03/2020,1,16
El Salvador,SLV,18/03/2020,1,17
El Salvador,SLV,19/03/2020,1,18
El Salvador,SLV,20/03/2020,1,19
El Salvador,SLV,21/03/2020,1,20
El Salvador,SLV,22/03/2020,1,21
El Salvador,SLV,23/03/2020,1,22
El Salvador,SLV,24/03/2020,1,23
El Salvador,SLV,25/03/2020,1,24
El Salvador,SLV,26/03/2020,1,25
El Salvador,SLV,27/03/2020,1,26
El Salvador,SLV,28/03/2020,1,27
El Salvador,SLV,29/03/2020,1,28
El Salvador,SLV,30/03/2020,1,29
El Salvador,SLV,31/03/2020,1,30
Eritrea,ERI,01/03/2020,0,0
Eritrea,ERI,02/03/2020,0,1
Eritrea,ERI,03/03/2020,0,2
Eritrea,ERI,04/03/2020,0,3
Eritrea,ERI,05/03/2020,0,4
Eritrea,ERI,06/03/2020,0,5
Eritrea,ERI,07/03/2020,0,6
Eritrea,ERI,08/03/2020,0,7
Eritrea,ERI,09/03/2020,0,8
Eritrea,ERI,10/03/2020,0,9
Eritrea,ERI,11/03/2020,0,10
Eritrea,ERI,12/03/2020,0,11
Eritrea,ERI,13/03/2020,0,12
Eritrea,ERI,14/03/2020,0,13
Eritrea,ERI,15/03/2020,0,14
Eritrea,ERI,16/03/2020,0,15
Eritrea,ERI,17/03/2020,0,16
Eritrea,ERI,18/03/2020,0,17
Eritrea,ERI,19/03/2020,0,18
Eritrea,ERI,20/03/2020,0,19
Eritrea,ERI,21/03/2020,0,20
Eritrea,ERI,22/03/2020,0,21
Eritrea,ERI,23/03/2020,0,22
Eritrea,ERI,24/03/2020,0,23
Eritrea,ERI,25/03/2020,0,24
Eritrea,ERI,26/03/2020,0,25
Eritrea,ERI,27/03/2020,1,26
Eritrea,ERI,28/03/2020,1,27
Eritrea,ERI,29/03/2020,1,28
Eritrea,ERI,30/03/2020,1,29
Eritrea,ERI,31/03/2020,1,30
Estonia,EST,01/03/2020,0,0
Estonia,EST,02/03/2020,0,1
Estonia,EST,03/03/2020,0,2
Estonia,EST,04/03/2020,0,3
Estonia,EST,05/03/2020,0,4
Estonia,EST,06/03/2020,0,5
Estonia,EST,07/03/2020,0,6
Estonia,EST,08/03/2020,0,7
Estonia,EST,09/03/2020,0,8
Estonia,EST,10/03/2020,0,9
Estonia,EST,11/03/2020,0,10
Estonia,EST,12/03/2020,0,11
Estonia,EST,13/03/2020,0,12
Estonia,EST,14/03/2020,0,13
Estonia,EST,15/03/2020,0,14
Estonia,EST,16/03/2020,1,15
Estonia,EST,17/03/2020,1,16
Estonia,EST,18/03/2020,1,17
Estonia,EST,19/03/2020,1,18
Estonia,EST,20/03/2020,1,19
Estonia,EST,21/03/2020,1,20
Estonia,EST,22/03/2020,1,21
Estonia,EST,23/03/2020,1,22
Estonia,EST,24/03/2020,1,23
Estonia,EST,25/03/2020,1,24
Estonia,EST,26/03/2020,1,25
Estonia,EST,27/03/2020,1,26
Estonia,EST,28/03/2020,1,27
Estonia,EST,29/03/2020,1,28
Estonia,EST,30/03/2020,1,29
Estonia,EST,31/03/2020,1,30
Eswatini,SWZ,01/03/2020,0,0
Eswatini,SWZ,02/03/2020,0,1
Eswatini,SWZ,03/03/2020,0,2
Eswatini,SWZ,04/03/2020,0,3
Eswatini,SWZ,05/03/2020,0,4
Eswatini,SWZ,06/03/2020,0,5
Eswatini,SWZ,07/03/2020,0,6
Eswatini,SWZ,08/03/2020,0,7
Eswatini,SWZ,09/03/2020,0,8
Eswatini,SWZ,10/03/2020,0,9
Eswatini,SWZ,11/03/2020,0,10
Eswatini,SWZ,12/03/2020,0,11
Eswatini,SWZ,13/03/2020,0,12
Eswatini,SWZ,14/03/2020,0,13
Eswatini,SWZ,15/03/2020,0,14
Eswatini,SWZ,16/03/2020,0,15
Eswatini,SWZ,17/03/2020,1,16
Eswatini,SWZ,18/03/2020,1,17
Eswatini,SWZ,19/03/2020,1,18
Eswatini,SWZ,20/03/2020,1,19
Eswatini,SWZ,21/03/2020,1,20
Eswatini,SWZ,22/03/2020,1,21
Eswatini,SWZ,23/03/2020,1,22
Eswatini,SWZ,24/03/2020,1,23
Eswatini,SWZ,25/03/2020,1,24
Eswatini,SWZ,26/03/2020,1,25
Eswatini,SWZ,27/03/2020,1,26
Eswatini,SWZ,28/03/2020,1,27
Eswatini,SWZ,29/03/2020,1,28
Eswatini,SWZ,30/03/2020,1,29
Eswatini,SWZ,31/03/2020,1,30
Ethiopia,ETH,01/03/2020,0,0
Ethiopia,ETH,02/03/2020,0,1
Ethiopia,ETH,03/03/2020,0,2
Ethiopia,ETH,04/03/2020,0,3
Ethiopia,ETH,05/03/2020,0,4
Ethiopia,ETH,06/03/2020,0,5
Ethiopia,ETH,07/03/2020,0,6
Ethiopia,ETH,08/03/2020,0,7
Ethiopia,ETH,09/03/2020,0,8
Ethiopia,ETH,10/03/2020,0,9
Ethiopia,ETH,11/03/2020,0,10
Ethiopia,ETH,12/03/2020,0,11
Ethiopia,ETH,13/03/2020,0,12
Ethiopia,ETH,14/03/2020,0,13
Ethiopia,ETH,15/03/2020,0,14
Ethiopia,ETH,16/03/2020,0,15
Ethiopia,ETH,17/03/2020,0,16
Ethiopia,ETH,18/03/2020,0,17
Ethiopia,ETH,19/03/2020,0,18
Ethiopia,ETH,20/03/2020,0,19
Ethiopia,ETH,21/03/2020,0,20
Ethiopia,ETH,22/03/2020,0,21
Ethiopia,ETH,23/03/2020,0,22
Ethiopia,ETH,24/03/2020,0,23
Ethiopia,ETH,25/03/2020,1,24
Ethiopia,ETH,26/03/2020,1,25
Ethiopia,ETH,27/03/2020,1,26
Ethiopia,ETH,28/03/2020,1,27
Ethiopia,ETH,29/03/2020,1,28
Ethiopia,ETH,30/03/2020,1,29
Ethiopia,ETH,31/03/2020,1,30
Fiji,FJI,01/03/2020,0,0
Fiji,FJI,02/03/2020,0,1
Fiji,FJI,03/03/2020,0,2
Fiji,FJI,04/03/2020,0,3
Fiji,FJI,05/03/2020,0,4
Fiji,FJI,06/03/2020,0,5
Fiji,FJI,07/03/2020,0,6
Fiji,FJI,08/03/2020,0,7
Fiji,FJI,09/03/2020,0,8
Fiji,FJI,10/03/2020,0,9
Fiji,FJI,11/03/2020,0,10
Fiji,FJI,12/03/2020,0,11
Fiji,FJI,13/03/2020,0,12
Fiji,FJI,14/03/2020,0,13
Fiji,FJI,15/03/2020,0,14
Fiji,FJI,16/03/2020,0,15
Fiji,FJI,17/03/2020,0,16
Fiji,FJI,18/03/2020,0,17
Fiji,FJI,19/03/2020,1,18
Fiji,FJI,20/03/2020,1,19
Fiji,FJI,21/03/2020,1,20
Fiji,FJI,22/03/2020,1,21
Fiji,FJI,23/03/2020,1,22
Fiji,FJI,24/03/2020,1,23
Fiji,FJI,25/03/2020,1,24
Fiji,FJI,26/03/2020,1,25
Fiji,FJI,27/03/2020,1,26
Fiji,FJI,28/03/2020,1,27
Fiji,FJI,29/03/2020,1,28
Fiji,FJI,30/03/2020,1,29
Fiji,FJI,31/03/2020,1,30
Finland,FIN,01/03/2020,0,0
Finland,FIN,02/03/2020,0,1
Finland,FIN,03/03/2020,0,2
Finland,FIN,04/03/2020,0,3
Finland,FIN,05/03/2020,0,4
Finland,FIN,06/03/2020,0,5
Finland,FIN,07/03/2020,0,6
Finland,FIN,08/03/2020,0,7
Finland,FIN,09/03/2020,0,8
Finland,FIN,10/03/2020,0,9
Finland,FIN,11/03/2020,0,10
Finland,FIN,12/03/2020,0,11
Finland,FIN,13/03/2020,0,12
Finland,FIN,14/03/2020,0,13
Finland,FIN,15/03/2020,0,14
Finland,FIN,16/03/2020,0,15
Finland,FIN,17/03/2020,0,16
Finland,FIN,18/03/2020,0,17
Finland,FIN,19/03/2020,0,18
Finland,FIN,20/03/2020,0,19
Finland,FIN,21/03/2020,0,20
Finland,FIN,22/03/2020,0,21
Finland,FIN,23/03/2020,0,22
Finland,FIN,24/03/2020,0,23
Finland,FIN,25/03/2020,0,24
Finland,FIN,26/03/2020,0,25
Finland,FIN,27/03/2020,0,26
Finland,FIN,28/03/2020,0,27
Finland,FIN,29/03/2020,0,28
Finland,FIN,30/03/2020,0,29
Finland,FIN,31/03/2020,0,30
France,FRA,01/03/2020,0,0
France,FRA,02/03/2020,1,1
France,FRA,03/03/2020,1,2
France,FRA,04/03/2020,1,3
France,FRA,05/03/2020,1,4
France,FRA,06/03/2020,1,5
France,FRA,07/03/2020,1,6
France,FRA,08/03/2020,1,7
France,FRA,09/03/2020,1,8
France,FRA,10/03/2020,1,9
France,FRA,11/03/2020,1,10
France,FRA,12/03/2020,1,11
France,FRA,13/03/2020,1,12
France,FRA,14/03/2020,1,13
France,FRA,15/03/2020,1,14
France,FRA,16/03/2020,1,15
France,FRA,17/03/2020,1,16
France,FRA,18/03/2020,1,17
France,FRA,19/03/2020,1,18
France,FRA,20/03/2020,1,19
France,FRA,21/03/2020,1,20
France,FRA,22/03/2020,1,21
France,FRA,23/03/2020,1,22
France,FRA,24/03/2020,1,23
France,FRA,25/03/2020,1,24
France,FRA,26/03/2020,1,25
France,FRA,27/03/2020,1,26
France,FRA,28/03/2020,1,27
France,FRA,29/03/2020,1,28
France,FRA,30/03/2020,1,29
France,FRA,31/03/2020,1,30
Gabon,GAB,01/03/2020,0,0
Gabon,GAB,02/03/2020,0,1
Gabon,GAB,03/03/2020,0,2
Gabon,GAB,04/03/2020,0,3
Gabon,GAB,05/03/2020,0,4
Gabon,GAB,06/03/2020,0,5
Gabon,GAB,07/03/2020,0,6
Gabon,GAB,08/03/2020,0,7
Gabon,GAB,09/03/2020,0,8
Gabon,GAB,10/03/2020,0,9
Gabon,GAB,11/03/2020,0,10
Gabon,GAB,12/03/2020,0,11
Gabon,GAB,13/03/2020,0,12
Gabon,GAB,14/03/2020,0,13
Gabon,GAB,15/03/2020,0,14
Gabon,GAB,16/03/2020,1,15
Gabon,GAB,17/03/2020,1,16
Gabon,GAB,18/03/2020,1,17
Gabon,GAB,19/03/2020,1,18
Gabon,GAB,20/03/2020,1,19
Gabon,GAB,21/03/2020,1,20
Gabon,GAB,22/03/2020,1,21
Gabon,GAB,23/03/2020,1,22
Gabon,GAB,24/03/2020,1,23
Gabon,GAB,25/03/2020,1,24
Gabon,GAB,26/03/2020,1,25
Gabon,GAB,27/03/2020,1,26
Gabon,GAB,28/03/2020,1,27
Gabon,GAB,29/03/2020,1,28
Gabon,GAB,30/03/2020,1,29
Gabon,GAB,31/03/2020,1,30
Gambia,GMB,01/03/2020,0,0
Gambia,GMB,02/03/2020,0,1
Gambia,GMB,03/03/2020,0,2
Gambia,GMB,04/03/2020,0,3
Gambia,GMB,05/03/2020,0,4
Gambia,GMB,06/03/2020,0,5
Gambia,GMB,07/03/2020,0,6
Gambia,GMB,08/03/2020,0,7
Gambia,GMB,09/03/2020,0,8
Gambia,GMB,10/03/2020,0,9
Gambia,GMB,11/03/2020,0,10
Gambia,GMB,12/03/2020,0,11
Gambia,GMB,13/03/2020,0,12
Gambia,GMB,14/03/2020,0,13
Gambia,GMB,15/03/2020,0,14
Gambia,GMB,16/03/2020,0,15
Gambia,GMB,17/03/2020,0,16
Gambia,GMB,18/03/2020,1,17
Gambia,GMB,19/03/2020,1,18
Gambia,GMB,20/03/2020,1,19
Gambia,GMB,21/03/2020,1,20
Gambia,GMB,22/03/2020,1,21
Gambia,GMB,23/03/2020,1,22
Gambia,GMB,24/03/2020,1,23
Gambia,GMB,25/03/2020,1,24
Gambia,GMB,26/03/2020,1,25
Gambia,GMB,27/03/2020,1,26
Gambia,GMB,28/03/2020,1,27
Gambia,GMB,29/03/2020,1,28
Gambia,GMB,30/03/2020,1,29
Gambia,GMB,31/03/2020,1,30
Georgia,GEO,01/03/2020,0,0
Georgia,GEO,02/03/2020,1,1
Georgia,GEO,03/03/2020,1,2
Georgia,GEO,04/03/2020,1,3
Georgia,GEO,05/03/2020,1,4
Georgia,GEO,06/03/2020,1,5
Georgia,GEO,07/03/2020,1,6
Georgia,GEO,08/03/2020,1,7
Georgia,GEO,09/03/2020,1,8
Georgia,GEO,10/03/2020,1,9
Georgia,GEO,11/03/2020,1,10
Georgia,GEO,12/03/2020,1,11
Georgia,GEO,13/03/2020,1,12
Georgia,GEO,14/03/2020,1,13
Georgia,GEO,15/03/2020,1,14
Georgia,GEO,16/03/2020,1,15
Georgia,GEO,17/03/2020,1,16
Georgia,GEO,18/03/2020,1,17
Georgia,GEO,19/03/2020,1,18
Georgia,GEO,20/03/2020,1,19
Georgia,GEO,21/03/2020,1,20
Georgia,GEO,22/03/2020,1,21
Georgia,GEO,23/03/2020,1,22
Georgia,GEO,24/03/2020,1,23
Georgia,GEO,25/03/2020,1,24
Georgia,GEO,26/03/2020,1,25
Georgia,GEO,27/03/2020,1,26
Georgia,GEO,28/03/2020,1,27
Georgia,GEO,29/03/2020,1,28
Georgia,GEO,30/03/2020,1,29
Georgia,GEO,31/03/2020,1,30
Germany,DEU,01/03/2020,0,0
Germany,DEU,02/03/2020,0,1
Germany,DEU,03/03/2020,0,2
Germany,DEU,04/03/2020,0,3
Germany,DEU,05/03/2020,0,4
Germany,DEU,06/03/2020,0,5
Germany,DEU,07/03/2020,0,6
Germany,DEU,08/03/2020,0,7
Germany,DEU,09/03/2020,0,8
Germany,DEU,10/03/2020,0,9
Germany,DEU,11/03/2020,0,10
Germany,DEU,12/03/2020,0,11
Germany,DEU,13/03/2020,0,12
Germany,DEU,14/03/2020,0,13
Germany,DEU,15/03/2020,0,14
Germany,DEU,16/03/2020,1,15
Germany,DEU,17/03/2020,1,16
Germany,DEU,18/03/2020,1,17
Germany,DEU,19/03/2020,1,18
Germany,DEU,20/03/2020,1,19
Germany,DEU,21/03/2020,1,20
Germany,DEU,22/03/2020,1,21
Germany,DEU,23/03/2020,1,22
Germany,DEU,24/03/2020,1,23
Germany,DEU,25/03/2020,1,24
Germany,DEU,26/03/2020,1,25
Germany,DEU,27/03/2020,1,26
Germany,DEU,28/03/2020,1,27
Germany,DEU,29/03/2020,1,28
Germany,DEU,30/03/2020,1,29
Germany,DEU,31/03/2020,1,30
Ghana,GHA,01/03/2020,0,0
Ghana,GHA,02/03/2020,0,1
Ghana,GHA,03/03/2020,0,2
Ghana,GHA,04/03/2020,0,3
Ghana,GHA,05/03/2020,0,4
Ghana,GHA,06/03/2020,0,5
Ghana,GHA,07/03/2020,0,6
Ghana,GHA,08/03/2020,0,7
Ghana,GHA,09/03/2020,0,8
Ghana,GHA,10/03/2020,0,9
Ghana,GHA,11/03/2020,0,10
Ghana,GHA,12/03/2020,0,11
Ghana,GHA,13/03/2020,0,12
Ghana,GHA,14/03/2020,0,13
Ghana,GHA,15/03/2020,0,14
Ghana,GHA,16/03/2020,1,15
Ghana,GHA,17/03/2020,1,16
Ghana,GHA,18/03/2020,1,17
Ghana,GHA,19/03/2020,1,18
Ghana,GHA,20/03/2020,1,19
Ghana,GHA,21/03/2020,1,20
Ghana,GHA,22/03/2020,1,21
Ghana,GHA,23/03/2020,1,22
Ghana,GHA,24/03/2020,1,23
Ghana,GHA,25/03/2020,1,24
Ghana,GHA,26/03/2020,1,25
Ghana,GHA,27/03/2020,1,26
Ghana,GHA,28/03/2020,1,27
Ghana,GHA,29/03/2020,1,28
Ghana,GHA,30/03/2020,1,29
Ghana,GHA,31/03/2020,1,30
Greece,GRC,01/03/2020,0,0
Greece,GRC,02/03/2020,0,1
Greece,GRC,03/03/2020,0,2
Greece,GRC,04/03/2020,0,3
Greece,GRC,05/03/2020,1,4
Greece,GRC,06/03/2020,1,5
Greece,GRC,07/03/2020,1,6
Greece,GRC,08/03/2020,1,7
Greece,GRC,09/03/2020,1,8
Greece,GRC,10/03/2020,1,9
Greece,GRC,11/03/2020,1,10
Greece,GRC,12/03/2020,1,11
Greece,GRC,13/03/2020,1,12
Greece,GRC,14/03/2020,1,13
Greece,GRC,15/03/2020,1,14
Greece,GRC,16/03/2020,1,15
Greece,GRC,17/03/2020,1,16
Greece,GRC,18/03/2020,1,17
Greece,GRC,19/03/2020,1,18
Greece,GRC,20/03/2020,1,19
Greece,GRC,21/03/2020,1,20
Greece,GRC,22/03/2020,1,21
Greece,GRC,23/03/2020,1,22
Greece,GRC,24/03/2020,1,23
Greece,GRC,25/03/2020,1,24
Greece,GRC,26/03/2020,1,25
Greece,GRC,27/03/2020,1,26
Greece,GRC,28/03/2020,1,27
Greece,GRC,29/03/2020,1,28
Greece,GRC,30/03/2020,1,29
Greece,GRC,31/03/2020,1,30
Guatemala,GTM,01/03/2020,0,0
Guatemala,GTM,02/03/2020,0,1
Guatemala,GTM,03/03/2020,0,2
Guatemala,GTM,04/03/2020,0,3
Guatemala,GTM,05/03/2020,0,4
Guatemala,GTM,06/03/2020,0,5
Guatemala,GTM,07/03/2020,0,6
Guatemala,GTM,08/03/2020,0,7
Guatemala,GTM,09/03/2020,0,8
Guatemala,GTM,10/03/2020,0,9
Guatemala,GTM,11/03/2020,0,10
Guatemala,GTM,12/03/2020,0,11
Guatemala,GTM,13/03/2020,0,12
Guatemala,GTM,14/03/2020,0,13
Guatemala,GTM,15/03/2020,0,14
Guatemala,GTM,16/03/2020,1,15
Guatemala,GTM,17/03/2020,1,16
Guatemala,GTM,18/03/2020,1,17
Guatemala,GTM,19/03/2020,1,18
Guatemala,GTM,20/03/2020,1,19
Guatemala,GTM,21/03/2020,1,20
Guatemala,GTM,22/03/2020,1,21
Guatemala,GTM,23/03/2020,1,22
Guatemala,GTM,24/03/2020,1,23
Guatemala,GTM,25/03/2020,1,24
Guatemala,GTM,26/03/2020,1,25
Guatemala,GTM,27/03/2020,1,26
Guatemala,GTM,28/03/2020,1,27
Guatemala,GTM,29/03/2020,1,28
Guatemala,GTM,30/03/2020,1,29
Guatemala,GTM,31/03/2020,1,30
Guinea,GIN,01/03/2020,0,0
Guinea,GIN,02/03/2020,0,1
Guinea,GIN,03/03/2020,0,2
Guinea,GIN,04/03/2020,0,3
Guinea,GIN,05/03/2020,0,4
Guinea,GIN,06/03/2020,0,5
Guinea,GIN,07/03/2020,0,6
Guinea,GIN,08/03/2020,0,7
Guinea,GIN,09/03/2020,0,8
Guinea,GIN,10/03/2020,0,9
Guinea,GIN,11/03/2020,0,10
Guinea,GIN,12/03/2020,0,11
Guinea,GIN,13/03/2020,0,12
Guinea,GIN,14/03/2020,0,13
Guinea,GIN,15/03/2020,0,14
Guinea,GIN,16/03/2020,0,15
Guinea,GIN,17/03/2020,0,16
Guinea,GIN,18/03/2020,0,17
Guinea,GIN,19/03/2020,0,18
Guinea,GIN,20/03/2020,0,19
Guinea,GIN,21/03/2020,0,20
Guinea,GIN,22/03/2020,0,21
Guinea,GIN,23/03/2020,0,22
Guinea,GIN,24/03/2020,0,23
Guinea,GIN,25/03/2020,0,24
Guinea,GIN,26/03/2020,0,25
Guinea,GIN,27/03/2020,1,26
Guinea,GIN,28/03/2020,1,27
Guinea,GIN,29/03/2020,1,28
Guinea,GIN,30/03/2020,1,29
Guinea,GIN,31/03/2020,1,30
Guyana,GUY,01/03/2020,0,0
Guyana,GUY,02/03/2020,0,1
Guyana,GUY,03/03/2020,0,2
Guyana,GUY,04/03/2020,0,3
Guyana,GUY,05/03/2020,0,4
Guyana,GUY,06/03/2020,0,5
Guyana,GUY,07/03/2020,0,6
Guyana,GUY,08/03/2020,0,7
Guyana,GUY,09/03/2020,0,8
Guyana,GUY,10/03/2020,0,9
Guyana,GUY,11/03/2020,0,10
Guyana,GUY,12/03/2020,0,11
Guyana,GUY,13/03/2020,0,12
Guyana,GUY,14/03/2020,0,13
Guyana,GUY,15/03/2020,0,14
Guyana,GUY,16/03/2020,1,15
Guyana,GUY,17/03/2020,1,16
Guyana,GUY,18/03/2020,1,17
Guyana,GUY,19/03/2020,1,18
Guyana,GUY,20/03/2020,1,19
Guyana,GUY,21/03/2020,1,20
Guyana,GUY,22/03/2020,1,21
Guyana,GUY,23/03/2020,1,22
Guyana,GUY,24/03/2020,1,23
Guyana,GUY,25/03/2020,1,24
Guyana,GUY,26/03/2020,1,25
Guyana,GUY,27/03/2020,1,26
Guyana,GUY,28/03/2020,1,27
Guyana,GUY,29/03/2020,1,28
Guyana,GUY,30/03/2020,1,29
Guyana,GUY,31/03/2020,1,30
Haiti,HTI,01/03/2020,0,0
Haiti,HTI,02/03/2020,0,1
Haiti,HTI,03/03/2020,0,2
Haiti,HTI,04/03/2020,0,3
Haiti,HTI,05/03/2020,0,4
Haiti,HTI,06/03/2020,0,5
Haiti,HTI,07/03/2020,0,6
Haiti,HTI,08/03/2020,0,7
Haiti,HTI,09/03/2020,0,8
Haiti,HTI,10/03/2020,0,9
Haiti,HTI,11/03/2020,0,10
Haiti,HTI,12/03/2020,0,11
Haiti,HTI,13/03/2020,0,12
Haiti,HTI,14/03/2020,0,13
Haiti,HTI,15/03/2020,1,14
Haiti,HTI,16/03/2020,1,15
Haiti,HTI,17/03/2020,1,16
Haiti,HTI,18/03/2020,1,17
Haiti,HTI,19/03/2020,1,18
Haiti,HTI,20/03/2020,1,19
Haiti,HTI,21/03/2020,1,20
Haiti,HTI,22/03/2020,1,21
Haiti,HTI,23/03/2020,1,22
Haiti,HTI,24/03/2020,1,23
Haiti,HTI,25/03/2020,1,24
Haiti,HTI,26/03/2020,1,25
Haiti,HTI,27/03/2020,1,26
Haiti,HTI,28/03/2020,1,27
Haiti,HTI,29/03/2020,1,28
Haiti,HTI,30/03/2020,1,29
Haiti,HTI,31/03/2020,1,30
Honduras,HND,01/03/2020,0,0
Honduras,HND,02/03/2020,0,1
Honduras,HND,03/03/2020,0,2
Honduras,HND,04/03/2020,0,3
Honduras,HND,05/03/2020,0,4
Honduras,HND,06/03/2020,0,5
Honduras,HND,07/03/2020,0,6
Honduras,HND,08/03/2020,0,7
Honduras,HND,09/03/2020,0,8
Honduras,HND,10/03/2020,0,9
Honduras,HND,11/03/2020,0,10
Honduras,HND,12/03/2020,0,11
Honduras,HND,13/03/2020,1,12
Honduras,HND,14/03/2020,1,13
Honduras,HND,15/03/2020,1,14
Honduras,HND,16/03/2020,1,15
Honduras,HND,17/03/2020,1,16
Honduras,HND,18/03/2020,1,17
Honduras,HND,19/03/2020,1,18
Honduras,HND,20/03/2020,1,19
Honduras,HND,21/03/2020,1,20
Honduras,HND,22/03/2020,1,21
Honduras,HND,23/03/2020,1,22
Honduras,HND,24/03/2020,1,23
Honduras,HND,25/03/2020,1,24
Honduras,HND,26/03/2020,1,25
Honduras,HND,27/03/2020,1,26
Honduras,HND,28/03/2020,1,27
Honduras,HND,29/03/2020,1,28
Honduras,HND,30/03/2020,1,29
Honduras,HND,31/03/2020,1,30
Hong Kong,HKG,01/03/2020,1,0
Hong Kong,HKG,02/03/2020,1,1
Hong Kong,HKG,03/03/2020,1,2
Hong Kong,HKG,04/03/2020,1,3
Hong Kong,HKG,05/03/2020,1,4
Hong Kong,HKG,06/03/2020,1,5
Hong Kong,HKG,07/03/2020,1,6
Hong Kong,HKG,08/03/2020,1,7
Hong Kong,HKG,09/03/2020,1,8
Hong Kong,HKG,10/03/2020,1,9
Hong Kong,HKG,11/03/2020,1,10
Hong Kong,HKG,12/03/2020,1,11
Hong Kong,HKG,13/03/2020,1,12
Hong Kong,HKG,14/03/2020,1,13
Hong Kong,HKG,15/03/2020,1,14
Hong Kong,HKG,16/03/2020,1,15
Hong Kong,HKG,17/03/2020,1,16
Hong Kong,HKG,18/03/2020,1,17
Hong Kong,HKG,19/03/2020,1,18
Hong Kong,HKG,20/03/2020,1,19
Hong Kong,HKG,21/03/2020,1,20
Hong Kong,HKG,22/03/2020,1,21
Hong Kong,HKG,23/03/2020,1,22
Hong Kong,HKG,24/03/2020,1,23
Hong Kong,HKG,25/03/2020,1,24
Hong Kong,HKG,26/03/2020,1,25
Hong Kong,HKG,27/03/2020,1,26
Hong Kong,HKG,28/03/2020,1,27
Hong Kong,HKG,29/03/2020,1,28
Hong Kong,HKG,30/03/2020,1,29
Hong Kong,HKG,31/03/2020,1,30
Hungary,HUN,01/03/2020,0,0
Hungary,HUN,02/03/2020,0,1
Hungary,HUN,03/03/2020,0,2
Hungary,HUN,04/03/2020,0,3
Hungary,HUN,05/03/2020,0,4
Hungary,HUN,06/03/2020,0,5
Hungary,HUN,07/03/2020,0,6
Hungary,HUN,08/03/2020,0,7
Hungary,HUN,09/03/2020,0,8
Hungary,HUN,10/03/2020,0,9
Hungary,HUN,11/03/2020,0,10
Hungary,HUN,12/03/2020,0,11
Hungary,HUN,13/03/2020,0,12
Hungary,HUN,14/03/2020,0,13
Hungary,HUN,15/03/2020,0,14
Hungary,HUN,16/03/2020,1,15
Hungary,HUN,17/03/2020,1,16
Hungary,HUN,18/03/2020,1,17
Hungary,HUN,19/03/2020,1,18
Hungary,HUN,20/03/2020,1,19
Hungary,HUN,21/03/2020,1,20
Hungary,HUN,22/03/2020,1,21
Hungary,HUN,23/03/2020,1,22
Hungary,HUN,24/03/2020,1,23
Hungary,HUN,25/03/2020,1,24
Hungary,HUN,26/03/2020,1,25
Hungary,HUN,27/03/2020,1,26
Hungary,HUN,28/03/2020,1,27
Hungary,HUN,29/03/2020,1,28
Hungary,HUN,30/03/2020,1,29
Hungary,HUN,31/03/2020,1,30
Iceland,ISL,01/03/2020,0,0
Iceland,ISL,02/03/2020,0,1
Iceland,ISL,03/03/2020,0,2
Iceland,ISL,04/03/2020,0,3
Iceland,ISL,05/03/2020,0,4
Iceland,ISL,06/03/2020,0,5
Iceland,ISL,07/03/2020,0,6
Iceland,ISL,08/03/2020,0,7
Iceland,ISL,09/03/2020,0,8
Iceland,ISL,10/03/2020,0,9
Iceland,ISL,11/03/2020,0,10
Iceland,ISL,12/03/2020,0,11
Iceland,ISL,13/03/2020,0,12
Iceland,ISL,14/03/2020,0,13
Iceland,ISL,15/03/2020,0,14
Iceland,ISL,16/03/2020,0,15
Iceland,ISL,17/03/2020,0,16
Iceland,ISL,18/03/2020,0,17
Iceland,ISL,19/03/2020,0,18
Iceland,ISL,20/03/2020,0,19
Iceland,ISL,21/03/2020,0,20
