Entity,Code,Day,lockdown,model_step
Burundi,BDI,17/03/2020,0,16
Burundi,BDI,18/03/2020,0,17
Burundi,BDI,19/03/2020,0,18
Burundi,BDI,20/03/2020,0,19
Burundi,BDI,21/03/2020,0,20
Burundi,BDI,22/03/2020,0,21
Burundi,BDI,23/03/2020,0,22
Burundi,BDI,24/03/2020,0,23
Burundi,BDI,25/03/2020,0,24
Burundi,BDI,26/03/2020,0,25
Burundi,BDI,27/03/2020,0,26
Burundi,BDI,28/03/2020,0,27
Burundi,BDI,29/03/2020,0,28
Burundi,BDI,30/03/2020,0,29
Burundi,BDI,31/03/2020,0,30
Cambodia,KHM,01/03/2020,0,0
Cambodia,KHM,02/03/2020,0,1
Cambodia,KHM,03/03/2020,0,2
Cambodia,KHM,04/03/2020,0,3
Cambodia,KHM,05/03/2020,0,4
Cambodia,KHM,06/03/2020,0,5
Cambodia,KHM,07/03/2020,1,6
Cambodia,KHM,08/03/2020,1,7
Cambodia,KHM,09/03/2020,1,8
Cambodia,KHM,10/03/2020,1,9
Cambodia,KHM,11/03/2020,1,10
Cambodia,KHM,12/03/2020,1,11
Cambodia,KHM,13/03/2020,1,12
Cambodia,KHM,14/03/2020,1,13
Cambodia,KHM,15/03/2020,1,14
Cambodia,KHM,16/03/2020,1,15
Cambodia,KHM,17/03/2020,1,16
Cambodia,KHM,18/03/2020,1,17
Cambodia,KHM,19/03/2020,1,18
Cambodia,KHM,20/03/2020,1,19
Cambodia,KHM,21/03/2020,1,20
Cambodia,KHM,22/03/2020,1,21
Cambodia,KHM,23/03/2020,1,22
Cambodia,KHM,24/03/2020,1,23
Cambodia,KHM,25/03/2020,1,24
Cambodia,KHM,26/03/2020,1,25
Cambodia,KHM,27/03/2020,1,26
Cambodia,KHM,28/03/2020,1,27
Cambodia,KHM,29/03/2020,1,28
Cambodia,KHM,30/03/2020,1,29
Cambodia,KHM,31/03/2020,1,30
Cameroon,CMR,01/03/2020,0,0
Cameroon,CMR,02/03/2020,0,1
Cameroon,CMR,03/03/2020,0,2
Cameroon,CMR,04/03/2020,0,3
Cameroon,CMR,05/03/2020,0,4
Cameroon,CMR,06/03/2020,0,5
Cameroon,CMR,07/03/2020,0,6
Cameroon,CMR,08/03/2020,0,7
Cameroon,CMR,09/03/2020,0,8
Cameroon,CMR,10/03/2020,0,9
Cameroon,CMR,11/03/2020,0,10
Cameroon,CMR,12/03/2020,0,11
Cameroon,CMR,13/03/2020,0,12
Cameroon,CMR,14/03/2020,0,13
Cameroon,CMR,15/03/2020,0,14
Cameroon,CMR,16/03/2020,0,15
Cameroon,CMR,17/03/2020,0,16
Cameroon,CMR,18/03/2020,1,17
Cameroon,CMR,19/03/2020,1,18
Cameroon,CMR,20/03/2020,1,19
Cameroon,CMR,21/03/2020,1,20
Cameroon,CMR,22/03/2020,1,21
Cameroon,CMR,23/03/2020,1,22
Cameroon,CMR,24/03/2020,1,23
Cameroon,CMR,25/03/2020,1,24
Cameroon,CMR,26/03/2020,1,25
Cameroon,CMR,27/03/2020,1,26
Cameroon,CMR,28/03/2020,1,27
Cameroon,CMR,29/03/2020,1,28
Cameroon,CMR,30/03/2020,1,29
Cameroon,CMR,31/03/2020,1,30
Canada,CAN,01/03/2020,0,0
Canada,CAN,02/03/2020,0,1
Canada,CAN,03/03/2020,0,2
Canada,CAN,04/03/2020,0,3
Canada,CAN,05/03/2020,0,4
Canada,CAN,06/03/2020,0,5
Canada,CAN,07/03/2020,0,6
Canada,CAN,08/03/2020,0,7
Canada,CAN,09/03/2020,0,8
Canada,CAN,10/03/2020,0,9
Canada,CAN,11/03/2020,0,10
Canada,CAN,12/03/2020,0,11
Canada,CAN,13/03/2020,0,12
Canada,CAN,14/03/2020,0,13
Canada,CAN,15/03/2020,0,14
Canada,CAN,16/03/2020,1,15
Canada,CAN,17/03/2020,1,16
Canada,CAN,18/03/2020,1,17
Canada,CAN,19/03/2020,1,18
Canada,CAN,20/03/2020,1,19
Canada,CAN,21/03/2020,1,20
Canada,CAN,22/03/2020,1,21
Canada,CAN,23/03/2020,1,22
Canada,CAN,24/03/2020,1,23
Canada,CAN,25/03/2020,1,24
Canada,CAN,26/03/2020,1,25
Canada,CAN,27/03/2020,1,26
Canada,CAN,28/03/2020,1,27
Canada,CAN,29/03/2020,1,28
Canada,CAN,30/03/2020,1,29
Canada,CAN,31/03/2020,1,30
Cape Verde,CPV,01/03/2020,0,0
Cape Verde,CPV,02/03/2020,0,1
Cape Verde,CPV,03/03/2020,0,2
Cape Verde,CPV,04/03/2020,0,3
Cape Verde,CPV,05/03/2020,0,4
Cape Verde,CPV,06/03/2020,0,5
Cape Verde,CPV,07/03/2020,0,6
Cape Verde,CPV,08/03/2020,0,7
Cape Verde,CPV,09/03/2020,0,8
Cape Verde,CPV,10/03/2020,0,9
Cape Verde,CPV,11/03/2020,0,10
Cape Verde,CPV,12/03/2020,0,11
Cape Verde,CPV,13/03/2020,0,12
Cape Verde,CPV,14/03/2020,0,13
Cape Verde,CPV,15/03/2020,0,14
Cape Verde,CPV,16/03/2020,0,15
Cape Verde,CPV,17/03/2020,0,16
Cape Verde,CPV,18/03/2020,0,17
Cape Verde,CPV,19/03/2020,0,18
Cape Verde,CPV,20/03/2020,0,19
Cape Verde,CPV,21/03/2020,0,20
Cape Verde,CPV,22/03/2020,0,21
Cape Verde,CPV,23/03/2020,0,22
Cape Verde,CPV,24/03/2020,0,23
Cape Verde,CPV,25/03/2020,0,24
Cape Verde,CPV,26/03/2020,0,25
Cape Verde,CPV,27/03/2020,0,26
Cape Verde,CPV,28/03/2020,1,27
Cape Verde,CPV,29/03/2020,1,28
Cape Verde,CPV,30/03/2020,1,29
Cape Verde,CPV,31/03/2020,1,30
Central African Republic,CAF,01/03/2020,0,0
Central African Republic,CAF,02/03/2020,0,1
Central African Republic,CAF,03/03/2020,0,2
Central African Republic,CAF,04/03/2020,0,3
Central African Republic,CAF,05/03/2020,0,4
Central African Republic,CAF,06/03/2020,0,5
Central African Republic,CAF,07/03/2020,0,6
Central African Republic,CAF,08/03/2020,0,7
Central African Republic,CAF,09/03/2020,0,8
Central African Republic,CAF,10/03/2020,0,9
Central African Republic,CAF,11/03/2020,0,10
Central African Republic,CAF,12/03/2020,0,11
Central African Republic,CAF,13/03/2020,0,12
Central African Republic,CAF,14/03/2020,0,13
Central African Republic,CAF,15/03/2020,0,14
Central African Republic,CAF,16/03/2020,0,15
Central African Republic,CAF,17/03/2020,0,16
Central African Republic,CAF,18/03/2020,0,17
Central African Republic,CAF,19/03/2020,0,18
Central African Republic,CAF,20/03/2020,0,19
Central African Republic,CAF,21/03/2020,0,20
Central African Republic,CAF,22/03/2020,0,21
Central African Republic,CAF,23/03/2020,0,22
Central African Republic,CAF,24/03/2020,0,23
Central African Republic,CAF,25/03/2020,0,24
Central African Republic,CAF,26/03/2020,1,25
Central African Republic,CAF,27/03/2020,1,26
Central African Republic,CAF,28/03/2020,1,27
Central African Republic,CAF,29/03/2020,1,28
Central African Republic,CAF,30/03/2020,1,29
Central African Republic,CAF,31/03/2020,1,30
Chad,TCD,01/03/2020,0,0
Chad,TCD,02/03/2020,0,1
Chad,TCD,03/03/2020,0,2
Chad,TCD,04/03/2020,0,3
Chad,TCD,05/03/2020,0,4
Chad,TCD,06/03/2020,0,5
Chad,TCD,07/03/2020,0,6
Chad,TCD,08/03/2020,0,7
Chad,TCD,09/03/2020,0,8
Chad,TCD,10/03/2020,0,9
Chad,TCD,11/03/2020,0,10
Chad,TCD,12/03/2020,0,11
Chad,TCD,13/03/2020,0,12
Chad,TCD,14/03/2020,0,13
Chad,TCD,15/03/2020,0,14
Chad,TCD,16/03/2020,0,15
Chad,TCD,17/03/2020,0,16
Chad,TCD,18/03/2020,0,17
Chad,TCD,19/03/2020,0,18
Chad,TCD,20/03/2020,0,19
Chad,TCD,21/03/2020,0,20
Chad,TCD,22/03/2020,0,21
Chad,TCD,23/03/2020,0,22
Chad,TCD,24/03/2020,0,23
Chad,TCD,25/03/2020,0,24
Chad,TCD,26/03/2020,0,25
Chad,TCD,27/03/2020,0,26
Chad,TCD,28/03/2020,0,27
Chad,TCD,29/03/2020,0,28
Chad,TCD,30/03/2020,0,29
Chad,TCD,31/03/2020,0,30
Chile,CHL,01/03/2020,0,0
Chile,CHL,02/03/2020,0,1
Chile,CHL,03/03/2020,0,2
Chile,CHL,04/03/2020,0,3
Chile,CHL,05/03/2020,0,4
Chile,CHL,06/03/2020,0,5
Chile,CHL,07/03/2020,0,6
Chile,CHL,08/03/2020,0,7
Chile,CHL,09/03/2020,0,8
Chile,CHL,10/03/2020,0,9
Chile,CHL,11/03/2020,0,10
Chile,CHL,12/03/2020,0,11
Chile,CHL,13/03/2020,0,12
Chile,CHL,14/03/2020,0,13
Chile,CHL,15/03/2020,1,14
Chile,CHL,16/03/2020,1,15
Chile,CHL,17/03/2020,1,16
Chile,CHL,18/03/2020,1,17
Chile,CHL,19/03/2020,1,18
Chile,CHL,20/03/2020,1,19
Chile,CHL,21/03/2020,1,20
Chile,CHL,22/03/2020,1,21
Chile,CHL,23/03/2020,1,22
Chile,CHL,24/03/2020,1,23
Chile,CHL,25/03/2020,1,24
Chile,CHL,26/03/2020,1,25
Chile,CHL,27/03/2020,1,26
Chile,CHL,28/03/2020,1,27
Chile,CHL,29/03/2020,1,28
Chile,CHL,30/03/2020,1,29
Chile,CHL,31/03/2020,1,30
China,CHN,01/03/2020,1,0
China,CHN,02/03/2020,1,1
China,CHN,03/03/2020,1,2
China,CHN,04/03/2020,1,3
China,CHN,05/03/2020,1,4
China,CHN,06/03/2020,1,5
China,CHN,07/03/2020,1,6
China,CHN,08/03/2020,1,7
China,CHN,09/03/2020,1,8
China,CHN,10/03/2020,1,9
China,CHN,11/03/2020,1,10
China,CHN,12/03/2020,1,11
China,CHN,13/03/2020,1,12
China,CHN,14/03/2020,1,13
China,CHN,15/03/2020,1,14
China,CHN,16/03/2020,1,15
China,CHN,17/03/2020,1,16
China,CHN,18/03/2020,1,17
China,CHN,19/03/2020,1,18
China,CHN,20/03/2020,1,19
China,CHN,21/03/2020,1,20
China,CHN,22/03/2020,1,21
China,CHN,23/03/2020,1,22
China,CHN,24/03/2020,1,23
China,CHN,25/03/2020,1,24
China,CHN,26/03/2020,1,25
China,CHN,27/03/2020,1,26
China,CHN,28/03/2020,1,27
China,CHN,29/03/2020,1,28
China,CHN,30/03/2020,1,29
China,CHN,31/03/2020,1,30
Colombia,COL,01/03/2020,0,0
Colombia,COL,02/03/2020,0,1
Colombia,COL,03/03/2020,0,2
Colombia,COL,04/03/2020,0,3
Colombia,COL,05/03/2020,0,4
Colombia,COL,06/03/2020,0,5
Colombia,COL,07/03/2020,0,6
Colombia,COL,08/03/2020,0,7
Colombia,COL,09/03/2020,0,8
Colombia,COL,10/03/2020,0,9
Colombia,COL,11/03/2020,0,10
Colombia,COL,12/03/2020,0,11
Colombia,COL,13/03/2020,0,12
Colombia,COL,14/03/2020,0,13
Colombia,COL,15/03/2020,0,14
Colombia,COL,16/03/2020,1,15
Colombia,COL,17/03/2020,1,16
Colombia,COL,18/03/2020,1,17
Colombia,COL,19/03/2020,1,18
Colombia,COL,20/03/2020,1,19
Colombia,COL,21/03/2020,1,20
Colombia,COL,22/03/2020,1,21
Colombia,COL,23/03/2020,1,22
Colombia,COL,24/03/2020,1,23
Colombia,COL,25/03/2020,1,24
Colombia,COL,26/03/2020,1,25
Colombia,COL,27/03/2020,1,26
Colombia,COL,28/03/2020,1,27
Colombia,COL,29/03/2020,1,28
Colombia,COL,30/03/2020,1,29
Colombia,COL,31/03/2020,1,30
Congo,COG,01/03/2020,0,0
Congo,COG,02/03/2020,0,1
Congo,COG,03/03/2020,0,2
Congo,COG,04/03/2020,0,3
Congo,COG,05/03/2020,0,4
Congo,COG,06/03/2020,0,5
Congo,COG,07/03/2020,0,6
Congo,COG,08/03/2020,0,7
Congo,COG,09/03/2020,0,8
Congo,COG,10/03/2020,0,9
Congo,COG,11/03/2020,0,10
Congo,COG,12/03/2020,0,11
Congo,COG,13/03/2020,0,12
Congo,COG,14/03/2020,0,13
Congo,COG,15/03/2020,0,14
Congo,COG,16/03/2020,0,15
Congo,COG,17/03/2020,0,16
Congo,COG,18/03/2020,0,17
Congo,COG,19/03/2020,0,18
Congo,COG,20/03/2020,0,19
Congo,COG,21/03/2020,0,20
Congo,COG,22/03/2020,0,21
Congo,COG,23/03/2020,0,22
Congo,COG,24/03/2020,0,23
Congo,COG,25/03/2020,0,24
Congo,COG,26/03/2020,0,25
Congo,COG,27/03/2020,0,26
Congo,COG,28/03/2020,1,27
Congo,COG,29/03/2020,1,28
Congo,COG,30/03/2020,1,29
Congo,COG,31/03/2020,1,30
Costa Rica,CRI,01/03/2020,0,0
Costa Rica,CRI,02/03/2020,0,1
Costa Rica,CRI,03/03/2020,0,2
Costa Rica,CRI,04/03/2020,0,3
Costa Rica,CRI,05/03/2020,0,4
Costa Rica,CRI,06/03/2020,0,5
Costa Rica,CRI,07/03/2020,0,6
Costa Rica,CRI,08/03/2020,0,7
Costa Rica,CRI,09/03/2020,0,8
Costa Rica,CRI,10/03/2020,0,9
Costa Rica,CRI,11/03/2020,0,10
Costa Rica,CRI,12/03/2020,0,11
Costa Rica,CRI,13/03/2020,0,12
Costa Rica,CRI,14/03/2020,0,13
Costa Rica,CRI,15/03/2020,0,14
Costa Rica,CRI,16/03/2020,0,15
Costa Rica,CRI,17/03/2020,1,16
Costa Rica,CRI,18/03/2020,1,17
Costa Rica,CRI,19/03/2020,1,18
Costa Rica,CRI,20/03/2020,1,19
Costa Rica,CRI,21/03/2020,1,20
Costa Rica,CRI,22/03/2020,1,21
Costa Rica,CRI,23/03/2020,1,22
Costa Rica,CRI,24/03/2020,1,23
Costa Rica,CRI,25/03/2020,1,24
Costa Rica,CRI,26/03/2020,1,25
Costa Rica,CRI,27/03/2020,1,26
Costa Rica,CRI,28/03/2020,1,27
Costa Rica,CRI,29/03/2020,1,28
Costa Rica,CRI,30/03/2020,1,29
Costa Rica,CRI,31/03/2020,1,30
Cote d'Ivoire,CIV,01/03/2020,0,0
Cote d'Ivoire,CIV,02/03/2020,0,1
Cote d'Ivoire,CIV,03/03/2020,0,2
Cote d'Ivoire,CIV,04/03/2020,0,3
Cote d'Ivoire,CIV,05/03/2020,0,4
Cote d'Ivoire,CIV,06/03/2020,0,5
Cote d'Ivoire,CIV,07/03/2020,0,6
Cote d'Ivoire,CIV,08/03/2020,0,7
Cote d'Ivoire,CIV,09/03/2020,0,8
Cote d'Ivoire,CIV,10/03/2020,0,9
Cote d'Ivoire,CIV,11/03/2020,0,10
Cote d'Ivoire,CIV,12/03/2020,0,11
Cote d'Ivoire,CIV,13/03/2020,0,12
Cote d'Ivoire,CIV,14/03/2020,0,13
Cote d'Ivoire,CIV,15/03/2020,0,14
Cote d'Ivoire,CIV,16/03/2020,1,15
Cote d'Ivoire,CIV,17/03/2020,1,16
Cote d'Ivoire,CIV,18/03/2020,1,17
Cote d'Ivoire,CIV,19/03/2020,1,18
Cote d'Ivoire,CIV,20/03/2020,1,19
Cote d'Ivoire,CIV,21/03/2020,1,20
Cote d'Ivoire,CIV,22/03/2020,1,21
Cote d'Ivoire,CIV,23/03/2020,1,22
Cote d'Ivoire,CIV,24/03/2020,1,23
Cote d'Ivoire,CIV,25/03/2020,1,24
Cote d'Ivoire,CIV,26/03/2020,1,25
Cote d'Ivoire,CIV,27/03/2020,1,26
Cote d'Ivoire,CIV,28/03/2020,1,27
Cote d'Ivoire,CIV,29/03/2020,1,28
Cote d'Ivoire,CIV,30/03/2020,1,29
Cote d'Ivoire,CIV,31/03/2020,1,30
Croatia,HRV,01/03/2020,0,0
Croatia,HRV,02/03/2020,0,1
Croatia,HRV,03/03/2020,0,2
Croatia,HRV,04/03/2020,0,3
Croatia,HRV,05/03/2020,0,4
Croatia,HRV,06/03/2020,0,5
Croatia,HRV,07/03/2020,0,6
Croatia,HRV,08/03/2020,0,7
Croatia,HRV,09/03/2020,0,8
Croatia,HRV,10/03/2020,0,9
Croatia,HRV,11/03/2020,0,10
Croatia,HRV,12/03/2020,0,11
Croatia,HRV,13/03/2020,1,12
Croatia,HRV,14/03/2020,1,13
Croatia,HRV,15/03/2020,1,14
Croatia,HRV,16/03/2020,1,15
Croatia,HRV,17/03/2020,1,16
Croatia,HRV,18/03/2020,1,17
Croatia,HRV,19/03/2020,1,18
Croatia,HRV,20/03/2020,1,19
Croatia,HRV,21/03/2020,1,20
Croatia,HRV,22/03/2020,1,21
Croatia,HRV,23/03/2020,1,22
Croatia,HRV,24/03/2020,1,23
Croatia,HRV,25/03/2020,1,24
Croatia,HRV,26/03/2020,1,25
Croatia,HRV,27/03/2020,1,26
Croatia,HRV,28/03/2020,1,27
Croatia,HRV,29/03/2020,1,28
Croatia,HRV,30/03/2020,1,29
Croatia,HRV,31/03/2020,1,30
Cuba,CUB,01/03/2020,0,0
Cuba,CUB,02/03/2020,0,1
Cuba,CUB,03/03/2020,0,2
Cuba,CUB,04/03/2020,0,3
Cuba,CUB,05/03/2020,0,4
Cuba,CUB,06/03/2020,0,5
Cuba,CUB,07/03/2020,0,6
Cuba,CUB,08/03/2020,0,7
Cuba,CUB,09/03/2020,0,8
Cuba,CUB,10/03/2020,0,9
Cuba,CUB,11/03/2020,0,10
Cuba,CUB,12/03/2020,0,11
Cuba,CUB,13/03/2020,0,12
Cuba,CUB,14/03/2020,0,13
Cuba,CUB,15/03/2020,0,14
Cuba,CUB,16/03/2020,0,15
Cuba,CUB,17/03/2020,0,16
Cuba,CUB,18/03/2020,0,17
Cuba,CUB,19/03/2020,0,18
Cuba,CUB,20/03/2020,0,19
Cuba,CUB,21/03/2020,0,20
Cuba,CUB,22/03/2020,0,21
Cuba,CUB,23/03/2020,0,22
Cuba,CUB,24/03/2020,1,23
Cuba,CUB,25/03/2020,1,24
Cuba,CUB,26/03/2020,1,25
Cuba,CUB,27/03/2020,1,26
Cuba,CUB,28/03/2020,1,27
Cuba,CUB,29/03/2020,1,28
Cuba,CUB,30/03/2020,1,29
Cuba,CUB,31/03/2020,1,30
Cyprus,CYP,01/03/2020,0,0
Cyprus,CYP,02/03/2020,0,1
Cyprus,CYP,03/03/2020,0,2
Cyprus,CYP,04/03/2020,0,3
Cyprus,CYP,05/03/2020,0,4
Cyprus,CYP,06/03/2020,0,5
Cyprus,CYP,07/03/2020,0,6
Cyprus,CYP,08/03/2020,0,7
Cyprus,CYP,09/03/2020,0,8
Cyprus,CYP,10/03/2020,0,9
Cyprus,CYP,11/03/2020,0,10
Cyprus,CYP,12/03/2020,0,11
Cyprus,CYP,13/03/2020,1,12
Cyprus,CYP,14/03/2020,1,13
Cyprus,CYP,15/03/2020,1,14
Cyprus,CYP,16/03/2020,1,15
Cyprus,CYP,17/03/2020,1,16
Cyprus,CYP,18/03/2020,1,17
Cyprus,CYP,19/03/2020,1,18
Cyprus,CYP,20/03/2020,1,19
Cyprus,CYP,21/03/2020,1,20
Cyprus,CYP,22/03/2020,1,21
Cyprus,CYP,23/03/2020,1,22
Cyprus,CYP,24/03/2020,1,23
Cyprus,CYP,25/03/2020,1,24
Cyprus,CYP,26/03/2020,1,25
Cyprus,CYP,27/03/2020,1,26
Cyprus,CYP,28/03/2020,1,27
Cyprus,CYP,29/03/2020,1,28
Cyprus,CYP,30/03/2020,1,29
Cyprus,CYP,31/03/2020,1,30
Czechia,CZE,01/03/2020,0,0
Czechia,CZE,02/03/2020,0,1
Czechia,CZE,03/03/2020,0,2
Czechia,CZE,04/03/2020,0,3
Czechia,CZE,05/03/2020,0,4
Czechia,CZE,06/03/2020,0,5
Czechia,CZE,07/03/2020,0,6
Czechia,CZE,08/03/2020,0,7
Czechia,CZE,09/03/2020,0,8
Czechia,CZE,10/03/2020,0,9
Czechia,CZE,11/03/2020,1,10
Czechia,CZE,12/03/2020,1,11
Czechia,CZE,13/03/2020,1,12
Czechia,CZE,14/03/2020,1,13
Czechia,CZE,15/03/2020,1,14
Czechia,CZE,16/03/2020,1,15
Czechia,CZE,17/03/2020,1,16
Czechia,CZE,18/03/2020,1,17
Czechia,CZE,19/03/2020,1,18
Czechia,CZE,20/03/2020,1,19
Czechia,CZE,21/03/2020,1,20
Czechia,CZE,22/03/2020,1,21
Czechia,CZE,23/03/2020,1,22
Czechia,CZE,24/03/2020,1,23
Czechia,CZE,25/03/2020,1,24
Czechia,CZE,26/03/2020,1,25
Czechia,CZE,27/03/2020,1,26
Czechia,CZE,28/03/2020,1,27
Czechia,CZE,29/03/2020,1,28
Czechia,CZE,30/03/2020,1,29
Czechia,CZE,31/03/2020,1,30
Democratic Republic of Congo,COD,01/03/2020,0,0
Democratic Republic of Congo,COD,02/03/2020,0,1
Democratic Republic of Congo,COD,03/03/2020,0,2
Democratic Republic of Congo,COD,04/03/2020,0,3
Democratic Republic of Congo,COD,05/03/2020,0,4
Democratic Republic of Congo,COD,06/03/2020,0,5
Democratic Republic of Congo,COD,07/03/2020,0,6
Democratic Republic of Congo,COD,08/03/2020,0,7
Democratic Republic of Congo,COD,09/03/2020,0,8
Democratic Republic of Congo,COD,10/03/2020,0,9
Democratic Republic of Congo,COD,11/03/2020,0,10
Democratic Republic of Congo,COD,12/03/2020,0,11
Democratic Republic of Congo,COD,13/03/2020,0,12
Democratic Republic of Congo,COD,14/03/2020,0,13
Democratic Republic of Congo,COD,15/03/2020,0,14
Democratic Republic of Congo,COD,16/03/2020,0,15
Democratic Republic of Congo,COD,17/03/2020,0,16
Democratic Republic of Congo,COD,18/03/2020,0,17
Democratic Republic of Congo,COD,19/03/2020,1,18
Democratic Republic of Congo,COD,20/03/2020,1,19
Democratic Republic of Congo,COD,21/03/2020,1,20
Democratic Republic of Congo,COD,22/03/2020,1,21
Democratic Republic of Congo,COD,23/03/2020,1,22
Democratic Republic of Congo,COD,24/03/2020,1,23
Democratic Republic of Congo,COD,25/03/2020,1,24
Democratic Republic of Congo,COD,26/03/2020,1,25
Democratic Republic of Congo,COD,27/03/2020,1,26
Democratic Republic of Congo,COD,28/03/2020,1,27
Democratic Republic of Congo,COD,29/03/2020,1,28
Democratic Republic of Congo,COD,30/03/2020,1,29
Democratic Republic of Congo,COD,31/03/2020,1,30
Denmark,DNK,01/03/2020,0,0
Denmark,DNK,02/03/2020,0,1
Denmark,DNK,03/03/2020,0,2
Denmark,DNK,04/03/2020,0,3
Denmark,DNK,05/03/2020,0,4
Denmark,DNK,06/03/2020,0,5
Denmark,DNK,07/03/2020,0,6
Denmark,DNK,08/03/2020,0,7
Denmark,DNK,09/03/2020,0,8
Denmark,DNK,10/03/2020,0,9
Denmark,DNK,11/03/2020,0,10
Denmark,DNK,12/03/2020,0,11
Denmark,DNK,13/03/2020,1,12
Denmark,DNK,14/03/2020,1,13
Denmark,DNK,15/03/2020,1,14
Denmark,DNK,16/03/2020,1,15
Denmark,DNK,17/03/2020,1,16
Denmark,DNK,18/03/2020,1,17
Denmark,DNK,19/03/2020,1,18
Denmark,DNK,20/03/2020,1,19
Denmark,DNK,21/03/2020,1,20
Denmark,DNK,22/03/2020,1,21
Denmark,DNK,23/03/2020,1,22
Denmark,DNK,24/03/2020,1,23
Denmark,DNK,25/03/2020,1,24
Denmark,DNK,26/03/2020,1,25
Denmark,DNK,27/03/2020,1,26
Denmark,DNK,28/03/2020,1,27
Denmark,DNK,29/03/2020,1,28
Denmark,DNK,30/03/2020,1,29
Denmark,DNK,31/03/2020,1,30
Djibouti,DJI,01/03/2020,0,0
Djibouti,DJI,02/03/2020,0,1
Djibouti,DJI,03/03/2020,0,2
Djibouti,DJI,04/03/2020,0,3
Djibouti,DJI,05/03/2020,0,4
Djibouti,DJI,06/03/2020,0,5
Djibouti,DJI,07/03/2020,0,6
Djibouti,DJI,08/03/2020,0,7
Djibouti,DJI,09/03/2020,0,8
Djibouti,DJI,10/03/2020,0,9
Djibouti,DJI,11/03/2020,0,10
Djibouti,DJI,12/03/2020,0,11
Djibouti,DJI,13/03/2020,0,12
Djibouti,DJI,14/03/2020,0,13
Djibouti,DJI,15/03/2020,0,14
Djibouti,DJI,16/03/2020,0,15
Djibouti,DJI,17/03/2020,0,16
Djibouti,DJI,18/03/2020,0,17
Djibouti,DJI,19/03/2020,1,18
Djibouti,DJI,20/03/2020,1,19
Djibouti,DJI,21/03/2020,1,20
Djibouti,DJI,22/03/2020,1,21
Djibouti,DJI,23/03/2020,1,22
Djibouti,DJI,24/03/2020,1,23
Djibouti,DJI,25/03/2020,1,24
Djibouti,DJI,26/03/2020,1,25
Djibouti,DJI,27/03/2020,1,26
Djibouti,DJI,28/03/2020,1,27
Djibouti,DJI,29/03/2020,1,28
Djibouti,DJI,30/03/2020,1,29
Djibouti,DJI,31/03/2020,1,30
Dominican Republic,DOM,01/03/2020,0,0
Dominican Republic,DOM,02/03/2020,0,1
Dominican Republic,DOM,03/03/2020,0,2
Dominican Republic,DOM,04/03/2020,0,3
Dominican Republic,DOM,05/03/2020,0,4
Dominican Republic,DOM,06/03/2020,0,5
Dominican Republic,DOM,07/03/2020,0,6
Dominican Republic,DOM,08/03/2020,0,7
Dominican Republic,DOM,09/03/2020,0,8
Dominican Republic,DOM,10/03/2020,0,9
Dominican Republic,DOM,11/03/2020,0,10
Dominican Republic,DOM,12/03/2020,0,11
Dominican Republic,DOM,13/03/2020,0,12
Dominican Republic,DOM,14/03/2020,0,13
Dominican Republic,DOM,15/03/2020,0,14
Dominican Republic,DOM,16/03/2020,0,15
Dominican Republic,DOM,17/03/2020,0,16
Dominican Republic,DOM,18/03/2020,0,17
Dominican Republic,DOM,19/03/2020,1,18
Dominican Republic,DOM,20/03/2020,1,19
Dominican Republic,DOM,21/03/2020,1,20
Dominican Republic,DOM,22/03/2020,1,21
Dominican Republic,DOM,23/03/2020,1,22
Dominican Republic,DOM,24/03/2020,1,23
Dominican Republic,DOM,25/03/2020,1,24
Dominican Republic,DOM,26/03/2020,1,25
Dominican Republic,DOM,27/03/2020,1,26
Dominican Republic,DOM,28/03/2020,1,27
Dominican Republic,DOM,29/03/2020,1,28
Dominican Republic,DOM,30/03/2020,1,29
Dominican Republic,DOM,31/03/2020,1,30
Ecuador,ECU,01/03/2020,0,0
Ecuador,ECU,02/03/2020,0,1
Ecuador,ECU,03/03/2020,0,2
Ecuador,ECU,04/03/2020,0,3
Ecuador,ECU,05/03/2020,0,4
Ecuador,ECU,06/03/2020,0,5
Ecuador,ECU,07/03/2020,0,6
Ecuador,ECU,08/03/2020,0,7
Ecuador,ECU,09/03/2020,0,8
Ecuador,ECU,10/03/2020,0,9
Ecuador,ECU,11/03/2020,0,10
Ecuador,ECU,12/03/2020,0,11
Ecuador,ECU,13/03/2020,1,12
Ecuador,ECU,14/03/2020,1,13
Ecuador,ECU,15/03/2020,1,14
Ecuador,ECU,16/03/2020,1,15
Ecuador,ECU,17/03/2020,1,16
Ecuador,ECU,18/03/2020,1,17
Ecuador,ECU,19/03/2020,1,18
Ecuador,ECU,20/03/2020,1,19
Ecuador,ECU,21/03/2020,1,20
Ecuador,ECU,22/03/2020,1,21
Ecuador,ECU,23/03/2020,1,22
Ecuador,ECU,24/03/2020,1,23
Ecuador,ECU,25/03/2020,1,24
Ecuador,ECU,26/03/2020,1,25
Ecuador,ECU,27/03/2020,1,26
Ecuador,ECU,28/03/2020,1,27
Ecuador,ECU,29/03/2020,1,28
Ecuador,ECU,30/03/2020,1,29
Ecuador,ECU,31/03/2020,1,30
Egypt,EGY,01/03/2020,0,0
Egypt,EGY,02/03/2020,0,1
Egypt,EGY,03/03/2020,0,2
Egypt,EGY,04/03/2020,0,3
Egypt,EGY,05/03/2020,0,4
Egypt,EGY,06/03/2020,0,5
