1,2
"[0.3529707018343247, 0.8480257288300119, 0.45675936959443786, 0.8022196610236466, 0.6592058301255203, 0.2590348009156752, 1.0582800420536884, 0.4871170437855444]","[0.5260354700867043, 0.33657421199776927, 0.42480294499806653, 0.3433967877200327, 0.3294913744387269, 0.4695586704590273, 0.3395021565831351, 0.3410172517006991]"
